query_id,query,query_type,intent,first_rank,reason,top_memory_id,top_memory_type,top_memory_text,gold_memory_ids,gold_memory_types,gold_memory_texts
q00231,How long did it take for Jon to open his studio?,1,temporal,10,temporal_neighbor,llm_00215,plan,Jon is still searching for a place to open his dance studio.,llm_00192|llm_00193|llm_00331,goal|plan|work,"Jon lost his job as a banker yesterday. || Jon is starting his own business, a dance studio. || Jon and Gina plan to make memories together at the dance studio opening."
q00241,What was Gina's favorite dancing memory?,4,preference,4,memory_type_mismatch,llm_00197,preference,Gina's favorite dance style is contemporary.,llm_00200,event,Gina's dance team won first place at regionals when she was fifteen.
q00242,What kind of dance piece did Gina's team perform to win first place?,4,location,2,semantic_neighbor,llm_00200,event,Gina's dance team won first place at regionals when she was fifteen.,llm_00201,event,Gina's winning dance piece at regionals was a contemporary piece called 'Finding Freedom'.
q00244,What does Gina say about the dancers in the photo?,4,other,487,gold_below_top20,llm_00324,hobby,Gina used to dance and shared a photo of herself dancing.,llm_00203,plan,Jon's dance group is performing at a nearby festival next month.
q00247,"What did Gina find for her clothing store on 1 February, 2023?",4,other,11,semantic_neighbor,llm_00353,work,Gina has a clothing store.,llm_00216|llm_00217,event|work,"Gina received a positive reply from a wholesaler, allowing her to expand her clothing store. || Gina owns a clothing store and is expanding it to get closer to her customers."
q00248,What did Gina design for her store?,4,other,22,gold_below_top20,llm_00333,work,Gina acquired new unique pieces for her store.,llm_00219,preference,"Gina designed the interior of her clothing store with a cozy and inviting style, including a chandelier."
q00250,What did Jon say about Gina's progress with her store?,4,other,6,memory_type_mismatch,llm_00319,goal,Gina is working on growing her online store's customer base.,llm_00218,event,Gina found a perfect spot for her clothing store.
q00251,What made Gina choose the furniture and decor for her store?,4,other,9,memory_type_mismatch,llm_00333,work,Gina acquired new unique pieces for her store.,llm_00219,preference,"Gina designed the interior of her clothing store with a cozy and inviting style, including a chandelier."
q00259,Why did Gina combine her clothing business with dance?,4,causal_emotion,5,semantic_neighbor,llm_00205,work,Gina owns a clothing store.,llm_00259,work,Gina is passionate about dance and fashion and combines them in her online store with dance-inspired items.
q00260,What does Jon's dance make him?,4,other,51,gold_below_top20,llm_00268,goal,Jon is determined to make his dance studio work.,llm_00269,emotion,Jon finds happiness and self-expression through dancing.
q00262,How does Gina stay confident in her business?,4,other,2,memory_type_mismatch,llm_00228,relationship,Gina supports Jon in his business and dance endeavors.,llm_00281,preference,"Gina stays motivated in business by reminding herself of successes and progress, and having a good support system."
q00266,What is Jon offering to the dancers at his dance studio?,4,other,4,semantic_neighbor,llm_00268,goal,Jon is determined to make his dance studio work.,llm_00307|llm_00308,goal|work,Jon wants his dance studio to be a place of support and encouragement for dancers. || Jon offers one-on-one mentoring and training at his dance studio.
q00267,How does Jon use the clipboard with a notepad attached to it?,4,other,14,other,llm_00322,preference,Gina advised Jon to use social media and work with influencers for marketing.,llm_00309,preference,"Jon uses a system to stay organized and motivated, setting goals and tracking achievements."
q00268,What does Jon tell Gina he won't do?,4,other,11,other,llm_00340,emotion,Jon is feeling confident and won't give up.,llm_00325,emotion,Jon is determined not to give up on his dreams and is motivated by Gina's encouragement.
q00280,What plans does Jon have after receiving advice at the networking event?,4,other,7,memory_type_mismatch,llm_00355,event,Jon attended a networking event where he met investors and got good advice.,llm_00356|llm_00357,plan,Jon is sprucing up his business plan and tweaking his pitch to investors. || Jon is working on an online platform to showcase the dance studio's offerings.
q00283,What was Jon's favorite dancing memory?,5,preference,115,gold_below_top20,llm_00195,hobby,Jon has been passionate about dancing since he was a kid.,llm_00200,event,Gina's dance team won first place at regionals when she was fifteen.
q00284,What kind of dance piece did Jon's team perform to win first place?,5,location,16,semantic_neighbor,llm_00199,event,Jon's dance crew won first place in a local competition last year.,llm_00201,event,Gina's winning dance piece at regionals was a contemporary piece called 'Finding Freedom'.
q00286,What kind of flooring is Gina looking for in her dance studio?,5,other,2,memory_type_mismatch,llm_00329,emotion,Gina is excited and proud of Jon for his dance studio opening.,llm_00211,preference,Jon wants Marley flooring for his dance studio.
q00287,"What did Jon find for his clothing store on 1 February, 2023?",5,other,41,gold_below_top20,llm_00353,work,Gina has a clothing store.,llm_00216|llm_00217,event|work,"Gina received a positive reply from a wholesaler, allowing her to expand her clothing store. || Gina owns a clothing store and is expanding it to get closer to her customers."
q00288,What did Jon design for his store?,5,other,97,gold_below_top20,llm_00246,goal,Jon is starting his own business.,llm_00219,preference,"Gina designed the interior of her clothing store with a cozy and inviting style, including a chandelier."
q00290,What made Jon choose the furniture and decor for his store?,5,other,60,gold_below_top20,llm_00316,goal,Jon is pursuing his business dreams and doing promotion for his business.,llm_00219,preference,"Gina designed the interior of her clothing store with a cozy and inviting style, including a chandelier."
q00292,What does Jon's tattoo symbolize?,5,other,2,persona_confusion,llm_01202,preference,Audrey's tattoo represents her love for her dogs and nature's beauty.,llm_00236,preference,"Gina has a tattoo that stands for freedom and dancing without worrying what people think, which she got a few years ago."
q00294,Why did Jon combine his clothing business with dance?,5,causal_emotion,94,gold_below_top20,llm_00266,goal,Jon is turning his love of dance into a business by starting a dance studio.,llm_00259,work,Gina is passionate about dance and fashion and combines them in her online store with dance-inspired items.
q00296,"What kind of professional experience did Jon get accepted for on May 23, 2023?",5,other,65,gold_below_top20,llm_01509,work,"John is working on a website for a local small business, his first professional project outside of class.",llm_00294,event,Gina was accepted for a part-time fashion internship at an international company.
q00297,Where is Gina's HR internship?,5,location,3,other,llm_00291,event,Gina's interview for the design internship went great.,llm_00294|llm_00295,emotion|event,Gina was accepted for a part-time fashion internship at an international company. || Gina is excited and nervous about starting her fashion internship.
q00299,What book is Gina currently reading?,5,other,80,gold_below_top20,llm_01029,hobby,Tim is currently reading a book and is hooked on it.,llm_00297,hobby,Jon is reading 'The Lean Startup' to get tips for his business.
q00300,How does Gina use the clipboard with a notepad attached to it?,5,other,561,gold_below_top20,llm_00322,preference,Gina advised Jon to use social media and work with influencers for marketing.,llm_00309,preference,"Jon uses a system to stay organized and motivated, setting goals and tracking achievements."
q00304,What plans does Gina have after receiving advice at the networking event?,5,other,503,gold_below_top20,llm_00355,event,Jon attended a networking event where he met investors and got good advice.,llm_00356|llm_00357,plan,Jon is sprucing up his business plan and tweaking his pitch to investors. || Jon is working on an online platform to showcase the dance studio's offerings.
q00305,"Who did Maria have dinner with on May 3, 2023?",2,other,2,other,llm_00564,event,Maria is having dinner with friends from the gym after the conversation.,llm_00475,event,Maria and her mom made dinner together last night.
